localTime,remoteTime,label,bvp,signalOK
1653722698817,-1003166314,night1,1533,0
1653722698817,-1003171314,night1,1538,0
1653722698817,-1003176314,night1,1595,0
1653722698817,-1003181314,night1,1637,0
1653722698817,-1003186314,night1,1658,0
1653722698817,-1003191314,night1,1667,0
1653722698817,-1003196314,night1,1668,0
1653722698817,-1003201314,night1,1664,0
1653722698817,-1003206314,night1,1663,0
1653722698817,-1003211314,night1,1636,0
1653722698817,-1003216314,night1,1600,0
1653722698817,-1003221314,night1,1581,0
1653722698817,-1003226314,night1,1578,0
1653722698817,-1003231314,night1,1582,0
1653722698817,-1003236314,night1,1588,0
1653722698817,-1003241314,night1,1596,0
1653722698817,-1003246314,night1,1596,0
1653722698817,-1003251314,night1,1599,0
1653722698817,-1003256314,night1,1598,0
1653722698817,-1003261314,night1,1599,0
1653722698817,-1003266314,night1,1598,0
1653722698817,-1003271314,night1,1592,0
1653722698817,-1003276314,night1,1591,0
1653722698817,-1003281314,night1,1586,0
1653722698817,-1003286314,night1,1580,0
1653722698817,-1003291314,night1,1573,0
1653722698817,-1003296314,night1,1566,0
1653722698817,-1003301314,night1,1562,0
1653722698817,-1003306314,night1,1556,0
1653722698817,-1003311314,night1,1557,0
1653722698817,-1003316314,night1,1556,0
1653722698817,-1003321314,night1,1555,0
1653722698817,-1003326314,night1,1597,0
1653722698817,-1003331314,night1,1626,0
1653722698817,-1003336314,night1,1641,0
1653722698817,-1003341314,night1,1653,0
1653722698817,-1003346314,night1,1666,0
1653722698817,-1003351314,night1,1686,0
1653722698817,-1003356314,night1,1712,0
1653722698817,-1003361314,night1,1739,0
1653722698817,-1003366314,night1,1772,0
1653722698817,-1003371314,night1,1810,0
1653722698817,-1003376314,night1,1846,0
1653722698817,-1003381314,night1,1882,0
1653722698817,-1003386314,night1,1918,0
1653722698817,-1003391314,night1,1951,0
1653722698817,-1003396314,night1,1980,0
1653722698817,-1003401314,night1,2008,0
1653722698817,-1003406314,night1,2030,0
1653722698817,-1003411314,night1,2044,0
1653722698817,-1003416314,night1,2052,0
1653722698817,-1003421314,night1,2058,0
1653722698817,-1003426314,night1,2062,0
1653722698817,-1003431314,night1,2054,0
1653722698817,-1003436314,night1,2039,0
1653722698817,-1003441314,night1,2020,0
1653722698817,-1003446314,night1,2001,0
1653722698817,-1003451314,night1,1977,0
1653722698817,-1003456314,night1,1948,0
1653722698817,-1003461314,night1,1914,0
1653722698817,-1003466314,night1,1877,0
1653722698817,-1003471314,night1,1794,0
