localTime,remoteTime,label,bvp,signalOK
1623563869273,11868,rest,2354,1
1623563869273,11888,rest,2257,1
1623563869273,11908,rest,2162,1
1623563869273,11928,rest,2064,1
1623563869273,11948,rest,1857,1
1623563869273,11968,rest,1698,1
1623563869273,11988,rest,1603,1
1623563869273,12009,rest,1579,1
1623563869273,12029,rest,1607,1
1623563869273,12049,rest,1666,1
1623563869273,12069,rest,1714,1
1623563869273,12089,rest,1776,1
1623563869273,12109,rest,1831,1
1623563869273,12129,rest,1824,1
1623563869273,12149,rest,1785,1
1623563869273,12169,rest,1747,1
1623563869273,12189,rest,1705,1
1623563869273,12209,rest,1664,1
1623563869273,12230,rest,1627,1
1623563869273,12250,rest,1597,1
1623563869273,12270,rest,1579,1
1623563869273,12290,rest,1559,1
1623563869273,12310,rest,1569,1
1623563869273,12330,rest,1587,1
1623563869273,12350,rest,1600,1
1623563869787,12370,rest,1613,1
1623563869787,12390,rest,1694,1
1623563869787,12410,rest,1830,1
1623563869787,12430,rest,1915,1
1623563869787,12451,rest,2067,1
1623563869787,12471,rest,2252,1
1623563869787,12491,rest,2451,1
1623563869787,12511,rest,2559,1
1623563869787,12531,rest,2578,1
1623563869787,12551,rest,2494,1
1623563869787,12571,rest,2353,1
1623563869787,12591,rest,2190,1
1623563869787,12611,rest,2039,1
1623563869787,12631,rest,1929,1
1623563869787,12651,rest,1840,1
1623563869787,12672,rest,1781,1
1623563869787,12692,rest,1712,1
1623563869787,12712,rest,1713,1
1623563869787,12732,rest,1677,1
1623563869787,12752,rest,1664,1
1623563869787,12772,rest,1680,1
1623563869787,12792,rest,1709,1
1623563869787,12812,rest,1739,1
1623563869787,12832,rest,1767,1
1623563869787,12852,rest,1776,1
1623563870281,12872,rest,1759,1
1623563870281,12893,rest,1806,1
1623563870281,12913,rest,1810,1
1623563870281,12933,rest,1802,1
1623563870281,12953,rest,1680,1
1623563870281,12973,rest,1589,1
1623563870281,12993,rest,1526,1
1623563870281,13013,rest,1552,1
1623563870281,13033,rest,1579,1
1623563870281,13053,rest,1604,1
1623563870281,13073,rest,1619,1
1623563870281,13093,rest,1644,1
1623563870281,13114,rest,1664,1
1623563870281,13134,rest,1680,1
1623563870281,13154,rest,1687,1
1623563870281,13174,rest,1742,1
1623563870281,13194,rest,1859,1
1623563870281,13214,rest,2079,1
1623563870281,13234,rest,2323,1
1623563870281,13254,rest,2534,1
1623563870281,13274,rest,2640,1
1623563870281,13294,rest,2633,1
1623563870281,13314,rest,2502,1
1623563870281,13335,rest,2443,1
1623563870281,13355,rest,2254,1
1623563870783,13376,rest,2074,1
1623563870783,13396,rest,2000,1
1623563870783,13416,rest,1938,1
1623563870783,13436,rest,1874,1
1623563870783,13456,rest,1831,1
1623563870783,13476,rest,1696,1
1623563870783,13496,rest,1634,1
1623563870783,13516,rest,1631,1
1623563870783,13536,rest,1665,1
1623563870783,13557,rest,1727,1
1623563870783,13577,rest,1779,1
1623563870783,13597,rest,1813,1
1623563870783,13617,rest,1808,1
1623563870783,13637,rest,1851,1
1623563870783,13657,rest,1823,1
1623563870783,13677,rest,1783,1
1623563870783,13697,rest,1747,1
1623563870783,13717,rest,1719,1
1623563870783,13737,rest,1712,1
1623563870783,13757,rest,1712,1
1623563870783,13778,rest,1712,1
1623563870783,13798,rest,1727,1
1623563870783,13818,rest,1737,1
1623563870783,13838,rest,1742,1
1623563870783,13858,rest,1745,1
1623563871288,13878,rest,1783,1
1623563871288,13898,rest,1967,1
1623563871288,13918,rest,2183,1
1623563871288,13938,rest,2421,1
1623563871288,13958,rest,2559,1
1623563871288,13978,rest,2630,1
1623563871288,13999,rest,2604,1
1623563871288,14019,rest,2482,1
1623563871288,14039,rest,2335,1
1623563871288,14059,rest,2179,1
1623563871288,14079,rest,2035,1
1623563871288,14099,rest,1936,1
1623563871288,14119,rest,1869,1
1623563871288,14139,rest,1810,1
1623563871288,14159,rest,1776,1
1623563871288,14179,rest,1751,1
1623563871288,14199,rest,1734,1
1623563871288,14220,rest,1747,1
