localTime,remoteTime,label,bvp,signalOK
1653730559176,-1612267771,night1,1385,0
1653730559176,-1612272771,night1,1383,0
1653730559176,-1612277771,night1,1392,0
1653730559176,-1612282771,night1,1392,0
1653730559176,-1612287771,night1,1393,0
1653730559176,-1612292771,night1,1396,0
1653730559176,-1612297771,night1,1397,0
1653730559176,-1612302771,night1,1397,0
1653730559176,-1612307771,night1,1401,0
1653730559176,-1612312771,night1,1376,0
1653730559176,-1612317771,night1,1354,0
1653730559176,-1612322771,night1,1356,0
1653730559176,-1612327771,night1,1371,0
1653730559176,-1612332771,night1,1401,0
1653730559176,-1612337771,night1,1431,0
1653730559176,-1612342771,night1,1456,0
1653730559176,-1612347771,night1,1482,0
1653730559176,-1612352771,night1,1507,0
1653730559176,-1612357771,night1,1523,0
1653730559176,-1612362771,night1,1539,0
1653730559176,-1612367771,night1,1556,0
1653730559176,-1612372771,night1,1571,0
1653730559176,-1612377771,night1,1613,0
1653730559176,-1612382771,night1,1650,0
1653730559176,-1612387771,night1,1658,0
1653730559176,-1612392771,night1,1650,0
1653730559176,-1612397771,night1,1637,0
1653730559176,-1612402771,night1,1623,0
1653730559176,-1612407771,night1,1615,0
1653730559176,-1612412771,night1,1606,0
1653730559176,-1612417771,night1,1596,0
1653730559176,-1612422771,night1,1590,0
1653730559176,-1612427771,night1,1591,0
1653730559176,-1612432771,night1,1590,0
1653730559176,-1612437771,night1,1592,0
1653730559176,-1612442771,night1,1596,0
1653730559176,-1612447771,night1,1600,0
1653730559176,-1612452771,night1,1605,0
1653730559176,-1612457771,night1,1606,0
1653730559176,-1612462771,night1,1609,0
1653730559176,-1612467771,night1,1614,0
1653730559176,-1612472771,night1,1619,0
1653730559176,-1612477771,night1,1596,0
1653730559176,-1612482771,night1,1568,0
1653730559176,-1612487771,night1,1583,0
1653730559176,-1612492771,night1,1592,0
1653730559176,-1612497771,night1,1645,0
1653730559176,-1612502771,night1,1686,0
1653730559176,-1612507771,night1,1702,0
1653730559176,-1612512771,night1,1699,0
1653730559176,-1612517771,night1,1689,0
1653730559176,-1612522771,night1,1675,0
1653730559176,-1612527771,night1,1660,0
1653730559176,-1612532771,night1,1644,0
1653730559176,-1612537771,night1,1624,0
1653730559176,-1612542771,night1,1610,0
1653730559176,-1612547771,night1,1592,0
1653730559176,-1612552771,night1,1579,0
1653730559176,-1612557771,night1,1565,0
1653730559176,-1612562771,night1,1549,0
1653730559176,-1612567771,night1,1535,0
1653730559176,-1612572771,night1,1522,0
1653730559176,-1612577771,night1,1512,0
1653730559176,-1612582771,night1,1503,0
1653730559176,-1612587771,night1,1492,0
1653730559176,-1612592771,night1,1485,0
1653730559176,-1612597771,night1,1480,0
1653730559176,-1612602771,night1,1472,0
1653730559176,-1612607771,night1,1468,0
1653730559176,-1612612771,night1,1463,0
