localTime,remoteTime,label,bvp,signalOK
1653730549668,-1663896068,night1,1554,0
1653730549668,-1663901068,night1,1554,0
1653730549668,-1663906068,night1,1553,0
1653730549668,-1663911068,night1,1553,0
1653730549668,-1663916068,night1,1551,0
1653730549668,-1663921068,night1,1550,0
1653730549668,-1663926068,night1,1553,0
1653730549668,-1663931068,night1,1552,0
1653730549668,-1663936068,night1,1550,0
1653730549668,-1663941068,night1,1512,0
1653730549668,-1663946068,night1,1495,0
1653730549668,-1663951068,night1,1485,0
1653730549668,-1663956068,night1,1481,0
1653730549668,-1663961068,night1,1483,0
1653730549668,-1663966068,night1,1487,0
1653730549668,-1663971068,night1,1501,0
1653730549668,-1663976068,night1,1516,0
1653730549668,-1663981068,night1,1536,0
1653730549668,-1663986068,night1,1563,0
1653730549668,-1663991068,night1,1593,0
1653730549668,-1663996068,night1,1639,0
1653730549668,-1664001068,night1,1675,0
1653730549668,-1664006068,night1,1768,0
1653730549668,-1664011068,night1,1834,0
1653730549668,-1664016068,night1,1900,0
1653730549668,-1664021068,night1,1956,0
1653730549668,-1664026068,night1,2011,0
1653730549668,-1664031068,night1,2062,0
1653730549668,-1664036068,night1,2111,0
1653730549668,-1664041068,night1,2115,0
1653730549668,-1664046068,night1,2144,0
1653730549668,-1664051068,night1,2177,0
1653730549668,-1664056068,night1,2211,0
1653730549668,-1664061068,night1,2244,0
1653730549668,-1664066068,night1,2267,0
1653730549668,-1664071068,night1,2288,0
1653730549668,-1664076068,night1,2300,0
1653730549668,-1664081068,night1,2299,0
1653730549668,-1664086068,night1,2294,0
1653730549668,-1664091068,night1,2279,0
1653730549668,-1664096068,night1,2257,0
1653730549668,-1664101068,night1,2230,0
1653730549668,-1664106068,night1,2204,0
1653730549668,-1664111068,night1,2174,0
1653730549668,-1664116068,night1,2136,0
1653730549668,-1664121068,night1,2098,0
1653730549668,-1664126068,night1,2056,0
1653730549668,-1664131068,night1,2017,0
1653730549668,-1664136068,night1,1975,0
1653730549668,-1664141068,night1,1932,0
1653730549668,-1664146068,night1,1892,0
1653730549668,-1664151068,night1,1847,0
1653730549668,-1664156068,night1,1805,0
1653730549668,-1664161068,night1,1766,0
1653730549668,-1664166068,night1,1729,0
1653730549668,-1664171068,night1,1697,0
1653730549668,-1664176068,night1,1663,0
1653730549668,-1664181068,night1,1633,0
1653730549668,-1664186068,night1,1607,0
1653730549668,-1664191068,night1,1582,0
1653730549668,-1664196068,night1,1561,0
1653730549668,-1664201068,night1,1552,0
1653730549668,-1664206068,night1,1565,0
1653730549668,-1664211068,night1,1567,0
1653730549668,-1664216068,night1,1565,0
1653730549668,-1664221068,night1,1563,0
1653730549668,-1664226068,night1,1553,0
1653730549668,-1664231068,night1,1545,0
1653730549668,-1664236068,night1,1539,0
1653730549668,-1664241068,night1,1535,0
1653730549668,-1664246068,night1,1535,0
1653730549668,-1664251068,night1,1530,0
1653730549668,-1664256068,night1,1533,0
1653730549668,-1664261068,night1,1536,0
1653730549668,-1664266068,night1,1540,0
1653730549668,-1664271068,night1,1544,0
1653730549668,-1664276068,night1,1553,0
1653730549668,-1664281068,night1,1563,0
1653730549668,-1664286068,night1,1571,0
1653730549668,-1664291068,night1,1578,0
1653730549668,-1664296068,night1,1586,0
1653730549668,-1664301068,night1,1594,0
1653730549668,-1664306068,night1,1606,0
1653730549668,-1664311068,night1,1615,0
1653730549668,-1664316068,night1,1626,0
1653730549668,-1664321068,night1,1637,0
1653730549668,-1664326068,night1,1645,0
1653730549668,-1664331068,night1,1647,0
1653730549668,-1664336068,night1,1658,0
1653730549668,-1664341068,night1,1665,0
1653730549668,-1664346068,night1,1667,0
1653730549668,-1664351068,night1,1667,0
